,Filename,Polycount,Non-Manifold Parts,Self Intersecting Parts
188,vh_m_blood_vasculature-100.fbx,289321,"['VH_M_inferior_ophthalmic_vein_L', 'VH_M_ophthalmic_vein_L', 'VH_M_superior_ophthalmic_vein_R', 'VH_M_opthalmic_artery_R', 'VH_M_opthalmic_artery_L', 'VH_M_internal_iliac_vein_L', 'VH_M_left_colic_vein', 'VH_M_middle_rectal_vein_L', 'VH_M_left_subclavian_artery_b', 'VH_M_anterior_cardiac_vein', 'VH_M_inferior_vena_cava_b', 'VH_M_splenic_vein', 'VH_M_right_hepatic_artery']","['VH_M_inferior_ophthalmic_vein_L', 'VH_M_superior_ophthalmic_vein_L', 'VH_M_superior_ophthalmic_vein_R', 'VH_M_inferior_ophthalmic_vein_R', 'VH_M_opthalmic_artery_L', 'VH_M_inferior_mesenteric_vein', 'VH_M_sigmoid_vein', 'VH_M_superior_mesenteric_vein', 'VH_M_superior_rectal_vein', 'VH_M_inferior_pancreaticoduodenal_vein', 'VH_M_middle_colic_artery', 'VH_M_sigmoid_artery_a', 'VH_M_sigmoid_artery_b', 'VH_M_sigmoid_artery_c', 'VH_M_brachiocephalic_artery_b', 'VH_M_left_subclavian_artery_b', 'VH_M_left_coronary_artery', 'VH_M_pulmonary_artery_L', 'VH_M_pulmonary_trunk', 'VH_M_anterior_cardiac_vein', 'VH_M_inferior_vena_cava_b', 'VH_M_inferior_vena_cava_a', 'VH_M_splenic_vein', 'VH_M_splenic_artery', 'VH_M_left_hepatic_artery']"
189,vh_m_blood_vasculature-20.fbx,55811,"['VH_M_central_retinal_vein_L', 'VH_M_superior_ophthalmic_vein_R', 'VH_M_central_retinal_vein_R', 'VH_M_opthalmic_artery_L', 'VH_M_left_colic_vein', 'VH_M_middle_rectal_vein_L', 'VH_M_left_subclavian_artery_b', 'VH_M_anterior_cardiac_vein', 'VH_M_inferior_vena_cava_b', 'VH_M_right_hepatic_artery']","['VH_M_ophthalmic_vein_L', 'VH_M_superior_ophthalmic_vein_R', 'VH_M_inferior_mesenteric_vein', 'VH_M_superior_rectal_vein', 'VH_M_internal_iliac_vein_R', 'VH_M_sigmoid_artery_b', 'VH_M_brachiocephalic_artery_b', 'VH_M_left_subclavian_artery_b', 'VH_M_pulmonary_trunk', 'VH_M_inferior_vena_cava_b', 'VH_M_inferior_vena_cava_a', 'VH_M_splenic_artery']"
190,vh_m_blood_vasculature-40.fbx,112777,"['VH_M_superior_ophthalmic_vein_R', 'VH_M_central_retinal_vein_R', 'VH_M_opthalmic_artery_R', 'VH_M_opthalmic_artery_L', 'VH_M_left_colic_vein', 'VH_M_middle_rectal_vein_L', 'VH_M_left_subclavian_artery_b', 'VH_M_anterior_cardiac_vein', 'VH_M_inferior_vena_cava_b', 'VH_M_splenic_vein', 'VH_M_right_hepatic_artery']","['VH_M_ophthalmic_vein_L', 'VH_M_inferior_mesenteric_vein', 'VH_M_sigmoid_vein', 'VH_M_superior_mesenteric_vein', 'VH_M_superior_rectal_vein', 'VH_M_middle_colic_artery', 'VH_M_sigmoid_artery_b', 'VH_M_sigmoid_artery_c', 'VH_M_inferior_mesenteric_artery', 'VH_M_brachiocephalic_artery_b', 'VH_M_left_subclavian_artery_b', 'VH_M_pulmonary_artery_L', 'VH_M_pulmonary_trunk', 'VH_M_inferior_vena_cava_b', 'VH_M_inferior_vena_cava_a', 'VH_M_splenic_artery']"
191,vh_m_blood_vasculature-80.fbx,228890,"['VH_M_superior_ophthalmic_vein_R', 'VH_M_opthalmic_artery_R', 'VH_M_opthalmic_artery_L', 'VH_M_internal_iliac_vein_L', 'VH_M_left_colic_vein', 'VH_M_middle_rectal_vein_L', 'VH_M_left_subclavian_artery_b', 'VH_M_anterior_cardiac_vein', 'VH_M_inferior_vena_cava_b', 'VH_M_splenic_vein', 'VH_M_right_hepatic_artery']","['VH_M_inferior_ophthalmic_vein_L', 'VH_M_superior_ophthalmic_vein_L', 'VH_M_ophthalmic_vein_L', 'VH_M_superior_ophthalmic_vein_R', 'VH_M_inferior_ophthalmic_vein_R', 'VH_M_inferior_mesenteric_vein', 'VH_M_sigmoid_vein', 'VH_M_superior_mesenteric_vein', 'VH_M_superior_rectal_vein', 'VH_M_middle_colic_artery', 'VH_M_sigmoid_artery_b', 'VH_M_brachiocephalic_artery_b', 'VH_M_left_subclavian_artery_b', 'VH_M_pulmonary_artery_L', 'VH_M_pulmonary_trunk', 'VH_M_anterior_cardiac_vein', 'VH_M_inferior_vena_cava_b', 'VH_M_inferior_vena_cava_a', 'VH_M_splenic_vein', 'VH_M_splenic_artery', 'VH_M_left_hepatic_artery']"
192,vh_m_heart-100.fbx,159631,[],"['VH_M_mitral_valve', 'VH_M_papillary_muscle_of_heart_anterior', 'VH_M_papillary_muscle_of_heart_medial', 'VH_M_right_cardiac_atrium', 'VH_M_heart_right_ventricle', 'VH_M_interventricular_septum']"
193,vh_m_heart-20.fbx,31972,[],"['VH_M_mitral_valve', 'VH_M_papillary_muscle_of_heart_anterior', 'VH_M_papillary_muscle_of_heart_medial', 'VH_M_right_cardiac_atrium']"
194,vh_m_heart-40.fbx,63984,[],"['VH_M_mitral_valve', 'VH_M_papillary_muscle_of_heart_anterior', 'VH_M_papillary_muscle_of_heart_medial', 'VH_M_right_cardiac_atrium', 'VH_M_heart_right_ventricle', 'VH_M_interventricular_septum']"
195,vh_m_heart-80.fbx,127992,[],"['VH_M_mitral_valve', 'VH_M_papillary_muscle_of_heart_anterior', 'VH_M_papillary_muscle_of_heart_medial', 'VH_M_right_cardiac_atrium', 'VH_M_heart_right_ventricle', 'VH_M_interventricular_septum']"
196,vh_m_kidney_l-100.fbx,83393,['VH_M_outer_cortex_of_kidney_L'],"['VH_M_kidney_capsule_L', 'VH_M_hilum_of_kidney_L', 'VH_M_renal_column_L']"
197,vh_m_kidney_l-20.fbx,16519,['VH_M_outer_cortex_of_kidney_L'],"['VH_M_kidney_capsule_L', 'VH_M_hilum_of_kidney_L', 'VH_M_renal_column_L', 'VH_M_renal_pyramid_L_f']"
198,vh_m_kidney_l-40.fbx,33181,['VH_M_outer_cortex_of_kidney_L'],"['VH_M_kidney_capsule_L', 'VH_M_hilum_of_kidney_L']"
199,vh_m_kidney_l-80.fbx,66601,['VH_M_outer_cortex_of_kidney_L'],"['VH_M_kidney_capsule_L', 'VH_M_hilum_of_kidney_L', 'VH_M_renal_column_L']"
200,vh_m_kidney_r-100.fbx,84018,[],"['VH_M_kidney_capsule_R', 'VH_M_hilum_of_kidney_R', 'VH_M_renal_papilla_R_j', 'VH_M_renal_column_R', 'VH_M_outer_cortex_of_kidney_R']"
201,vh_m_kidney_r-20.fbx,16580,[],"['VH_M_kidney_capsule_R', 'VH_M_hilum_of_kidney_R', 'VH_M_renal_column_R']"
202,vh_m_kidney_r-40.fbx,33359,[],"['VH_M_kidney_capsule_R', 'VH_M_hilum_of_kidney_R', 'VH_M_renal_column_R']"
203,vh_m_kidney_r-80.fbx,67030,[],"['VH_M_kidney_capsule_R', 'VH_M_hilum_of_kidney_R', 'VH_M_renal_papilla_R_j', 'VH_M_renal_column_R']"
204,vh_m_knee_l-100.fbx,22903,"['VH_M_posterior_cruciate_enthesis_L', 'VH_M_medial_epicondylar_enthesis_L', 'VH_M_femur_L']","['VH_M_articular_cartilage_of_knee_L', 'VH_M_anterior_cruciate_enthesis_L', 'VH_M_intercondylar_fossa_L', 'VH_M_lateral_condyle_of_femur_frontal_L', 'VH_M_lateral_epicondylar_enthesis_L', 'VH_M_lateral_perichondular_surface_L', 'VH_M_medial_perichondular_surface_L']"
205,vh_m_knee_l-20.fbx,4498,['VH_M_medial_epicondylar_enthesis_L'],"['VH_M_articular_cartilage_of_knee_L', 'VH_M_anterior_cruciate_enthesis_L', 'VH_M_patellar_surface_L', 'VH_M_femur_L']"
206,vh_m_knee_l-40.fbx,9079,"['VH_M_articular_cartilage_of_knee_L', 'VH_M_lateral_epicondylar_enthesis_L', 'VH_M_medial_epicondylar_enthesis_L', 'VH_M_femur_L']","['VH_M_articular_cartilage_of_knee_L', 'VH_M_anterior_cruciate_enthesis_L', 'VH_M_posterior_cruciate_enthesis_L', 'VH_M_intercondylar_fossa_L', 'VH_M_lateral_perichondular_surface_L', 'VH_M_distal_most_point_of_medial_condyle_of_femur_L', 'VH_M_medial_perichondular_surface_L']"
207,vh_m_knee_l-80.fbx,18262,"['VH_M_posterior_cruciate_enthesis_L', 'VH_M_medial_epicondylar_enthesis_L', 'VH_M_femur_L']","['VH_M_articular_cartilage_of_knee_L', 'VH_M_anterior_cruciate_enthesis_L', 'VH_M_intercondylar_fossa_L', 'VH_M_lateral_condyle_of_femur_frontal_L', 'VH_M_lateral_condyle_of_femur_sup_L', 'VH_M_lateral_epicondylar_enthesis_L', 'VH_M_lateral_perichondular_surface_L', 'VH_M_medial_condyle_of_left_femur_inf', 'VH_M_medial_perichondular_surface_L', 'VH_M_patellar_surface_L']"
208,vh_m_knee_r-100.fbx,22902,"['VH_M_posterior_cruciate_enthesis_R', 'VH_M_medial_epicondylar_enthesis_R', 'VH_M_medial_perichondular_surface_R', 'VH_M_femur_R']","['VH_M_articular_cartilage_of_knee_R', 'VH_M_anterior_cruciate_enthesis_R', 'VH_M_intercondylar_fossa_R', 'VH_M_lateral_condyle_of_femur_frontal_R', 'VH_M_lateral_epicondylar_enthesis_R', 'VH_M_lateral_perichondular_surface_R', 'VH_M_distal_most_point_of_medial_condyle_of_femur_R', 'VH_M_medial_condyle_of_right_femur_inf']"
209,vh_m_knee_r-20.fbx,4498,['VH_M_medial_epicondylar_enthesis_R'],"['VH_M_articular_cartilage_of_knee_R', 'VH_M_anterior_cruciate_enthesis_R', 'VH_M_posterior_cruciate_enthesis_R', 'VH_M_intercondylar_fossa_R', 'VH_M_lateral_epicondylar_enthesis_R', 'VH_M_medial_perichondular_surface_R', 'VH_M_patellar_surface_R', 'VH_M_femur_R']"
210,vh_m_knee_r-40.fbx,9088,"['VH_M_lateral_epicondylar_enthesis_R', 'VH_M_medial_epicondylar_enthesis_R', 'VH_M_femur_R']","['VH_M_anterior_cruciate_enthesis_R', 'VH_M_posterior_cruciate_enthesis_R', 'VH_M_intercondylar_fossa_R', 'VH_M_lateral_epicondylar_enthesis_R', 'VH_M_lateral_perichondular_surface_R', 'VH_M_medial_perichondular_surface_R', 'VH_M_patellar_surface_R']"
211,vh_m_knee_r-80.fbx,18267,"['VH_M_posterior_cruciate_enthesis_R', 'VH_M_medial_epicondylar_enthesis_R', 'VH_M_medial_perichondular_surface_R', 'VH_M_femur_R']","['VH_M_articular_cartilage_of_knee_R', 'VH_M_anterior_cruciate_enthesis_R', 'VH_M_intercondylar_fossa_R', 'VH_M_lateral_epicondylar_enthesis_R', 'VH_M_lateral_perichondular_surface_R', 'VH_M_medial_condyle_of_right_femur_sup']"
212,vh_m_liver-100.fbx,60220,"['VH_M_diaphragmatic_surface', 'VH_M_duodenal_impression_of_liver', 'VH_M_left_posterolateral_segment', 'VH_M_falciform_ligament', 'VH_M_coronary_ligament_of_liver']","['VH_M_bare_area_of_liver', 'VH_M_diaphragmatic_surface', 'VH_M_suprarenal_impression_of_liver', 'VH_M_renal_impression_of_liver', 'VH_M_gastric_impression_of_liver', 'VH_M_colic_impression_of_liver', 'VH_M_esophageal_impression_of_liver', 'VH_M_porta_hepatis', 'VH_M_caudate_lobe_of_liver', 'VH_M_right_posteroinferior_segment', 'VH_M_right_posterosuperior_segment', 'VH_M_right_anteroinferior_segment', 'VH_M_left_anterolateral_segment', 'VH_M_left_posterolateral_segment', 'VH_M_left_superiomedial_segment', 'VH_M_quadrate_lobe_of_liver', 'VH_M_left_inferomedial_segment', 'VH_M_hepataduodenal_ligament', 'VH_M_ligamentum_venosum']"
213,vh_m_liver-20.fbx,11703,"['VH_M_diaphragmatic_surface', 'VH_M_duodenal_impression_of_liver', 'VH_M_falciform_ligament', 'VH_M_coronary_ligament_of_liver']","['VH_M_bare_area_of_liver', 'VH_M_diaphragmatic_surface', 'VH_M_suprarenal_impression_of_liver', 'VH_M_gastric_impression_of_liver', 'VH_M_colic_impression_of_liver', 'VH_M_esophageal_impression_of_liver', 'VH_M_porta_hepatis', 'VH_M_caudate_lobe_of_liver', 'VH_M_right_posteroinferior_segment', 'VH_M_right_anteroinferior_segment', 'VH_M_left_anterolateral_segment', 'VH_M_left_posterolateral_segment', 'VH_M_left_superiomedial_segment', 'VH_M_quadrate_lobe_of_liver', 'VH_M_left_inferomedial_segment']"
214,vh_m_liver-40.fbx,23766,"['VH_M_diaphragmatic_surface', 'VH_M_duodenal_impression_of_liver', 'VH_M_falciform_ligament', 'VH_M_coronary_ligament_of_liver']","['VH_M_bare_area_of_liver', 'VH_M_diaphragmatic_surface', 'VH_M_suprarenal_impression_of_liver', 'VH_M_renal_impression_of_liver', 'VH_M_gastric_impression_of_liver', 'VH_M_colic_impression_of_liver', 'VH_M_esophageal_impression_of_liver', 'VH_M_porta_hepatis', 'VH_M_caudate_lobe_of_liver', 'VH_M_right_posteroinferior_segment', 'VH_M_right_anteroinferior_segment', 'VH_M_left_anterolateral_segment', 'VH_M_left_posterolateral_segment', 'VH_M_left_superiomedial_segment', 'VH_M_quadrate_lobe_of_liver', 'VH_M_left_inferomedial_segment', 'VH_M_ligamentum_venosum', 'VH_M_round_ligament_of_liver', 'VH_M_coronary_ligament_of_liver']"
215,vh_m_liver-80.fbx,48097,"['VH_M_diaphragmatic_surface', 'VH_M_duodenal_impression_of_liver', 'VH_M_left_posterolateral_segment', 'VH_M_falciform_ligament', 'VH_M_coronary_ligament_of_liver']","['VH_M_bare_area_of_liver', 'VH_M_diaphragmatic_surface', 'VH_M_suprarenal_impression_of_liver', 'VH_M_renal_impression_of_liver', 'VH_M_gastric_impression_of_liver', 'VH_M_colic_impression_of_liver', 'VH_M_esophageal_impression_of_liver', 'VH_M_porta_hepatis', 'VH_M_caudate_lobe_of_liver', 'VH_M_right_posteroinferior_segment', 'VH_M_right_anterosuperior_segment', 'VH_M_right_anteroinferior_segment', 'VH_M_left_anterolateral_segment', 'VH_M_left_posterolateral_segment', 'VH_M_left_superiomedial_segment', 'VH_M_quadrate_lobe_of_liver', 'VH_M_left_inferomedial_segment', 'VH_M_hepataduodenal_ligament', 'VH_M_ligamentum_venosum', 'VH_M_triangular_ligament_of_liver']"
216,vh_m_pancreas-100.fbx,14128,[],"['VH_M_tail_of_pancreas', 'VH_M_head_of_pancreas', 'VH_M_neck_of_pancreas']"
217,vh_m_pancreas-20.fbx,2700,[],['VH_M_uncinate_process_of_the_pancreas']
218,vh_m_pancreas-40.fbx,5511,[],"['VH_M_tail_of_pancreas', 'VH_M_head_of_pancreas', 'VH_M_uncinate_process_of_the_pancreas']"
219,vh_m_pancreas-80.fbx,11220,[],"['VH_M_head_of_pancreas', 'VH_M_neck_of_pancreas', 'VH_M_uncinate_process_of_the_pancreas']"
220,vh_m_pelvis-100.fbx,73861,[],"['VH_M_sacrum', 'VH_M_ischium_spongy_bone_L']"
221,vh_m_pelvis-20.fbx,14672,[],"['VH_M_pubis_spongy_bone_R', 'VH_M_ischium_spongy_bone_L']"
222,vh_m_pelvis-40.fbx,29438,[],"['VH_M_sacrum', 'VH_M_pubis_spongy_bone_R', 'VH_M_ischium_spongy_bone_L']"
223,vh_m_pelvis-80.fbx,59032,[],"['VH_M_sacrum', 'VH_M_ischium_spongy_bone_L']"
224,vh_m_prostate-100.fbx,36819,"['VH_M_ejaculatory_duct', 'VH_M_prostatic_utricle', 'VH_M_prostate_duct_R', 'VH_M_prostate_duct_L', 'VH_M_base_of_prostate']","['VH_M_seminal_vesicle', 'VH_M_ejaculatory_duct', 'VH_M_seminal_colliculus', 'VH_M_apex_of_prostate', 'VH_M_base_of_prostate']"
225,vh_m_prostate-20.fbx,7138,"['VH_M_ejaculatory_duct', 'VH_M_prostatic_utricle', 'VH_M_prostate_duct_R']","['VH_M_ejaculatory_duct', 'VH_M_apex_of_prostate', 'VH_M_base_of_prostate']"
226,vh_m_prostate-40.fbx,14360,"['VH_M_ejaculatory_duct', 'VH_M_prostatic_utricle', 'VH_M_prostate_duct_R', 'VH_M_prostate_duct_L']","['VH_M_ejaculatory_duct', 'VH_M_prostatic_utricle', 'VH_M_seminal_colliculus', 'VH_M_apex_of_prostate', 'VH_M_base_of_prostate']"
227,vh_m_prostate-80.fbx,28883,"['VH_M_ejaculatory_duct', 'VH_M_prostatic_utricle', 'VH_M_prostate_duct_R', 'VH_M_prostate_duct_L', 'VH_M_base_of_prostate']","['VH_M_seminal_vesicle', 'VH_M_ejaculatory_duct', 'VH_M_seminal_colliculus', 'VH_M_apex_of_prostate', 'VH_M_base_of_prostate']"
228,vh_m_skin-100.fbx,185314,[],[]
229,vh_m_skin-20.fbx,37062,[],[]
230,vh_m_skin-40.fbx,74124,[],[]
231,vh_m_skin-80.fbx,148250,[],[]
232,vh_m_small_intestine-100.fbx,33240,[],"['VH_M_ileum_terminal', 'VH_M_ileum', 'VH_M_jejunum', 'VH_M_duodenum_ascending', 'VH_M_duodenum_descending', 'VH_M_duodenum_horizonal', 'VH_M_duodenal_ampulla', 'VH_M_duodenum_superior']"
233,vh_m_small_intestine-20.fbx,6612,[],"['VH_M_ileum_terminal', 'VH_M_ileum', 'VH_M_jejunum', 'VH_M_duodenum_ascending', 'VH_M_duodenum_descending', 'VH_M_duodenum_horizonal', 'VH_M_duodenal_ampulla', 'VH_M_duodenum_superior']"
234,vh_m_small_intestine-40.fbx,13263,[],"['VH_M_ileum_terminal', 'VH_M_ileum', 'VH_M_jejunum', 'VH_M_duodenum_ascending', 'VH_M_duodenum_descending', 'VH_M_duodenum_horizonal', 'VH_M_duodenal_ampulla', 'VH_M_duodenum_superior']"
235,vh_m_small_intestine-80.fbx,26550,[],"['VH_M_ileum_terminal', 'VH_M_ileum', 'VH_M_jejunum', 'VH_M_duodenum_ascending', 'VH_M_duodenum_descending', 'VH_M_duodenum_horizonal', 'VH_M_duodenal_ampulla', 'VH_M_duodenum_superior']"
236,vh_m_spinal_cord-100.fbx,16357,"['VH_M_C2_segment_of_cervical_spinal_cord', 'VH_M_C5_segment_of_cervical_spinal_cord', 'VH_M_sixth_thoracic_spinal_cord_segment', 'VH_M_seventh_thoracic_spinal_cord_segment']","['VH_M_tenth_thoracic_spinal_cord_segment', 'VH_M_first_lumbar_spinal_cord_segment']"
237,vh_m_spinal_cord-20.fbx,2748,"['VH_M_C5_segment_of_cervical_spinal_cord', 'VH_M_sixth_thoracic_spinal_cord_segment']",['VH_M_second_lumbar_spinal_cord_segment']
238,vh_m_spinal_cord-40.fbx,5890,"['VH_M_C5_segment_of_cervical_spinal_cord', 'VH_M_sixth_thoracic_spinal_cord_segment', 'VH_M_seventh_thoracic_spinal_cord_segment']","['VH_M_C6_segment_of_cervical_spinal_cord', 'VH_M_first_lumbar_spinal_cord_segment']"
239,vh_m_spinal_cord-80.fbx,12783,"['VH_M_C2_segment_of_cervical_spinal_cord', 'VH_M_C5_segment_of_cervical_spinal_cord', 'VH_M_sixth_thoracic_spinal_cord_segment', 'VH_M_seventh_thoracic_spinal_cord_segment']","['VH_M_first_lumbar_spinal_cord_segment', 'VH_M_second_lumbar_spinal_cord_segment']"
240,vh_m_spleen-100.fbx,16867,[],"['VH_M_colic_surface_of_spleen', 'VH_M_gastric_surface_of_spleen', 'VH_M_hilum_of_spleen', 'VH_M_renal_surface_of_spleen']"
241,vh_m_spleen-20.fbx,3210,[],"['VH_M_colic_surface_of_spleen', 'VH_M_gastric_surface_of_spleen', 'VH_M_hilum_of_spleen', 'VH_M_renal_surface_of_spleen']"
242,vh_m_spleen-40.fbx,6572,[],"['VH_M_colic_surface_of_spleen', 'VH_M_gastric_surface_of_spleen', 'VH_M_hilum_of_spleen', 'VH_M_renal_surface_of_spleen']"
243,vh_m_spleen-80.fbx,13388,[],"['VH_M_colic_surface_of_spleen', 'VH_M_diaphragmatic_surface_of_spleen', 'VH_M_gastric_surface_of_spleen', 'VH_M_hilum_of_spleen', 'VH_M_renal_surface_of_spleen']"
244,vh_m_thymus-100.fbx,2729,[],['VH_M_thymus_lobe_R']
245,vh_m_thymus-20.fbx,539,[],['VH_M_thymus_lobe_R']
246,vh_m_thymus-40.fbx,1083,[],['VH_M_thymus_lobe_R']
247,vh_m_thymus-80.fbx,2177,[],[]
248,vh_m_ureter_l-100.fbx,30534,[],"['VH_M_renal_pelvis_L', 'VH_M_major_calyx_L_a', 'VH_M_major_calyx_L_b', 'VH_M_major_calyx_L_c', 'VH_M_minor_calyx_L_a', 'VH_M_minor_calyx_L_b', 'VH_M_minor_calyx_L_c', 'VH_M_minor_calyx_L_d', 'VH_M_minor_calyx_L_e', 'VH_M_minor_calyx_L_f', 'VH_M_minor_calyx_L_g', 'VH_M_minor_calyx_L_h', 'VH_M_minor_calyx_L_i', 'VH_M_ureter_L']"
249,vh_m_ureter_l-20.fbx,5783,[],"['VH_M_renal_pelvis_L', 'VH_M_major_calyx_L_a', 'VH_M_major_calyx_L_b', 'VH_M_major_calyx_L_c', 'VH_M_minor_calyx_L_a', 'VH_M_minor_calyx_L_b', 'VH_M_minor_calyx_L_c', 'VH_M_minor_calyx_L_d', 'VH_M_minor_calyx_L_e', 'VH_M_minor_calyx_L_f', 'VH_M_minor_calyx_L_g', 'VH_M_minor_calyx_L_h', 'VH_M_minor_calyx_L_i', 'VH_M_ureter_L']"
250,vh_m_ureter_l-40.fbx,11811,[],"['VH_M_renal_pelvis_L', 'VH_M_major_calyx_L_a', 'VH_M_major_calyx_L_b', 'VH_M_major_calyx_L_c', 'VH_M_minor_calyx_L_a', 'VH_M_minor_calyx_L_b', 'VH_M_minor_calyx_L_c', 'VH_M_minor_calyx_L_d', 'VH_M_minor_calyx_L_e', 'VH_M_minor_calyx_L_f', 'VH_M_minor_calyx_L_g', 'VH_M_minor_calyx_L_h', 'VH_M_minor_calyx_L_i', 'VH_M_ureter_L']"
251,vh_m_ureter_l-80.fbx,24211,[],"['VH_M_renal_pelvis_L', 'VH_M_major_calyx_L_a', 'VH_M_major_calyx_L_b', 'VH_M_major_calyx_L_c', 'VH_M_minor_calyx_L_a', 'VH_M_minor_calyx_L_b', 'VH_M_minor_calyx_L_c', 'VH_M_minor_calyx_L_d', 'VH_M_minor_calyx_L_e', 'VH_M_minor_calyx_L_f', 'VH_M_minor_calyx_L_g', 'VH_M_minor_calyx_L_h', 'VH_M_minor_calyx_L_i', 'VH_M_ureter_L']"
252,vh_m_ureter_r-100.fbx,28122,[],"['VH_M_major_calyx_R_a', 'VH_M_major_calyx_R_b', 'VH_M_minor_calyx_R_a', 'VH_M_minor_calyx_R_b', 'VH_M_minor_calyx_R_c', 'VH_M_minor_calyx_R_d', 'VH_M_minor_calyx_R_e', 'VH_M_minor_calyx_R_f', 'VH_M_minor_calyx_R_g', 'VH_M_minor_calyx_R_h', 'VH_M_minor_calyx_R_i', 'VH_M_renal_pelvis_R', 'VH_M_ureter_R']"
253,vh_m_ureter_r-20.fbx,5284,[],"['VH_M_major_calyx_R_a', 'VH_M_major_calyx_R_b', 'VH_M_minor_calyx_R_a', 'VH_M_minor_calyx_R_b', 'VH_M_minor_calyx_R_c', 'VH_M_minor_calyx_R_d', 'VH_M_minor_calyx_R_e', 'VH_M_minor_calyx_R_f', 'VH_M_minor_calyx_R_g', 'VH_M_minor_calyx_R_h', 'VH_M_minor_calyx_R_i', 'VH_M_renal_pelvis_R', 'VH_M_ureter_R']"
254,vh_m_ureter_r-40.fbx,10845,[],"['VH_M_major_calyx_R_a', 'VH_M_major_calyx_R_b', 'VH_M_minor_calyx_R_a', 'VH_M_minor_calyx_R_b', 'VH_M_minor_calyx_R_c', 'VH_M_minor_calyx_R_d', 'VH_M_minor_calyx_R_e', 'VH_M_minor_calyx_R_f', 'VH_M_minor_calyx_R_g', 'VH_M_minor_calyx_R_h', 'VH_M_minor_calyx_R_i', 'VH_M_renal_pelvis_R', 'VH_M_ureter_R']"
255,vh_m_ureter_r-80.fbx,22265,[],"['VH_M_major_calyx_R_a', 'VH_M_major_calyx_R_b', 'VH_M_minor_calyx_R_a', 'VH_M_minor_calyx_R_b', 'VH_M_minor_calyx_R_c', 'VH_M_minor_calyx_R_d', 'VH_M_minor_calyx_R_e', 'VH_M_minor_calyx_R_f', 'VH_M_minor_calyx_R_g', 'VH_M_minor_calyx_R_h', 'VH_M_minor_calyx_R_i', 'VH_M_renal_pelvis_R', 'VH_M_ureter_R']"
256,vh_m_urinary_bladder-100.fbx,10080,"['VH_M_urinary_bladder_neck_smooth_muscle', 'VH_M_trigone_of_urinary_bladder']","['VH_M_urinary_bladder_neck_smooth_muscle', 'VH_M_fundus_of_urinary_bladder_dome', 'VH_M_fundus_of_urinary_bladder_base1']"
257,vh_m_urinary_bladder-20.fbx,1872,['VH_M_urinary_bladder_neck_smooth_muscle'],"['VH_M_urinary_bladder_neck_smooth_muscle', 'VH_M_fundus_of_urinary_bladder_dome', 'VH_M_ureteral_orifice_R', 'VH_M_trigone_of_urinary_bladder', 'VH_M_fundus_of_urinary_bladder_base1']"
258,vh_m_urinary_bladder-40.fbx,3859,['VH_M_urinary_bladder_neck_smooth_muscle'],"['VH_M_urinary_bladder_neck_smooth_muscle', 'VH_M_fundus_of_urinary_bladder_dome', 'VH_M_trigone_of_urinary_bladder', 'VH_M_fundus_of_urinary_bladder_base1']"
259,vh_m_urinary_bladder-80.fbx,7975,"['VH_M_urinary_bladder_neck_smooth_muscle', 'VH_M_trigone_of_urinary_bladder']","['VH_M_urinary_bladder_neck_smooth_muscle', 'VH_M_fundus_of_urinary_bladder_dome', 'VH_M_fundus_of_urinary_bladder_base1']"
